Individu,Lieu_depart,Temps_attente,Temps_trajet,Heure_depart,Heure_arrivee,Lieu_arrivee,Numero_trajet
2,Entreprise,2.96,0.26,9.11317677276029,9.37317677276029,Rue,2
26,Entreprise,4.44,0.28,9.175038814209815,9.455038814209814,Domicile,2
41,Parking,0.69,0.07,9.399474882946953,9.469474882946953,Domicile,4
53,Rue,0.28,0.17,9.334868447951115,9.504868447951115,Entreprise,3
4,Rue,0.55,0.17,9.449286867442918,9.619286867442918,Entreprise,3
64,Rue,1.74,0.26,9.382173907909282,9.642173907909282,Parking,2
44,Parking,0.11,0.27,9.419814624365694,9.689814624365695,Parking,3
34,Rue,9.561863629796797,0.15,9.561863629796797,9.711863629796797,Rue,1
85,Parking,1.86,0.22,9.516805865457734,9.736805865457733,Domicile,4
13,Rue,1.14,0.34,9.437849372622907,9.777849372622907,Parking,2
98,Domicile,2.45,0.12,9.667825223979023,9.787825223979022,Entreprise,2
50,Domicile,3.05,0.25,9.676689795258572,9.926689795258572,Rue,4
58,Rue,3.19,0.2,9.799602916158236,9.999602916158235,Rue,2
74,Parking,1.85,0.16,9.852603691234991,10.012603691234991,Domicile,3
79,Domicile,2.76,0.36,9.756689356404241,10.116689356404242,Rue,5
55,Rue,9.436853369101561,0.87,9.436853369101561,10.30685336910156,Parking,1
22,Entreprise,4.8,0.2,10.128798037765423,10.328798037765422,Domicile,2
40,Parking,3.78,0.78,9.573816628822328,10.353816628822328,Domicile,2
32,Parking,1.68,0.77,9.631717192979826,10.401717192979827,Parking,3
93,Parking,1.48,0.23,10.202158351759447,10.432158351759448,Parking,2
49,Entreprise,3.21,0.5,9.96838305491911,10.46838305491911,Entreprise,2
37,Rue,2.37,0.05,10.425413718584952,10.475413718584953,Rue,3
48,Rue,1.26,0.3,10.179016082204,10.479016082204001,Rue,3
54,Rue,1.09,0.56,10.016634316894995,10.576634316894996,Entreprise,2
34,Rue,0.14,0.79,9.851863629796798,10.641863629796799,Domicile,2
38,Domicile,10.089198684185837,0.66,10.089198684185837,10.749198684185837,Parking,1
18,Rue,3.4,0.15,10.602635540481867,10.752635540481867,Rue,2
35,Domicile,3.5,0.09,10.708875147888389,10.798875147888388,Parking,3
45,Rue,3.58,0.3,10.502999465144384,10.802999465144385,Entreprise,2
12,Parking,10.56192976805788,0.3,10.56192976805788,10.86192976805788,Domicile,1
59,Rue,3.12,0.22,10.646067662316383,10.866067662316384,Rue,3
11,Rue,0.13,7.11,3.811105287828819,10.92110528782882,Rue,2
